	Unnamed: 0.1	Unnamed: 0	filename	source_lang	source_gender	target_lang	target_gender	cross_gender	mapping	gt_phonemization	gt_text	gt_asr_text	synth_asr_text	cer_gt	cer_synth	acc_gt	acc_synth	CER_perf_synth	MOS_gt	MOS_synth	MOS_percentage_perf	MOS_perf	dataset_aspf_v1	dataset_aspf_v2	sent_aspf	cer_relative_to_nomap	MOS_relative_to_nomap	distance_1	same_family_1	same_family_2	same_family_3	cer_increase_from_gt	distance_2
22	22	22	common_voice_bg_25570916.wav	en	F	bg	M	True	feature	{z a ʃ tʃ o t o t a k a v a u ʒ a s n a s m ɤ r t t o j n a m i s ɫ i z a p r e d a t e ɫ j a sil}	защото такава ужасна смърт той намисли за предателя.	Защото такава ужасна смърт той намисли за предателя	Защото такава ужасна смърт той намисли за предателя	0.0	0.0	1.0	1.0	0.0	2.5954394	3.027771	0.1665735674660713	0.4323315999999999	0.2192194227258813	0.3565108230796284	0.3641233822373592	0.1568627506494522	0.0867534	16	True	True	False	0.0	13.2
23	23	23	common_voice_bg_25257080.wav	en	F	bg	M	True	feature	{n o n e v t o j a ʒ i v o t b i e ʃ e z d r a v i j a t p u ɫ s n a ʒ i v o t a v s t a r a d o b r u dʒ a sil}	но не в тоя живот биеше здравият пулс на живота в стара добруджа.	но не в тоя живот биеше здравият пулс на живота в Стара Добруджа	но не в тоя живот биеше здравият пулс на живота в Стара Добруджа	0.0	0.0	1.0	1.0	0.0	3.3978739	3.2638888	-0.0394320401354505	-0.1339850999999998	0.2192194227258813	0.3565108230796284	0.3527805939396554	0.0625	-0.2940292000000002	16	True	True	False	0.0	13.2
24	24	24	common_voice_bg_25898905.wav	en	F	bg	M	True	feature	{p o d o b r e e d a s ɫ u ʃ a m e d n a ɫ o ʃ a p e v i ts a sil o t k o ɫ k o t o e d i n d o b ɤ r s u f ɫ j o r sil}	по-добре е да слушам една лоша певица, отколкото един добър суфльор.	по-добре да слушам една лоша певица отколкото един добър суфльор	по-добре да слушам една лоша певица отколкото един добър 100 фолио	0.0307692307978868	0.1384615451097488	0.9692307692021132	0.8615384548902512	-0.1111111179440951	3.0565014	3.1344252	0.0254944427638736	0.0779237999999997	0.2192194227258813	0.3565108230796284	0.3602285852243748	-0.0153846219182014	-0.1689058000000001	16	True	True	False	0.107692314311862	13.2
25	25	25	common_voice_bg_25209637.wav	en	F	bg	M	True	feature	{n a ʃ i j a t n a r o d i m a n u ʒ d a o t p r o s v e ʃ tʃ e n i e i n i ʃ tʃ o p o v e tʃ e v ɤ z r a z i u tʃ i t e ɫ j a t sil}	- нашият народ има нужда от просвещение и нищо повече - възрази учителят.	нашият народ има нужда от просвещение и нищо повече възрази учителят	нашият народ има нужда от просвещение и нищо повече възрази учителят	0.0	0.0	1.0	1.0	0.0	3.0607414	2.901092	-0.0521603687263485	-0.1596494000000001	0.2192194227258813	0.3565108230796284	0.3573497469398848	0.0	-0.0391929999999995	16	True	True	False	0.0	13.2
26	26	26	common_voice_bg_25127442.wav	en	F	bg	M	True	feature	{b ɤ ɫ ɡ a r a n i k o m p a n i j a t a n a b ɤ ɫ ɡ a r a n o v ts i t e sil}	българан и компанията на българановците.	Българан и компанията на българановците	българани компанията на българановците	0.0	0.0256410259753465	1.0	0.9743589740246534	-0.0256410259753465	3.015326	3.1986523	0.0607981690868582	0.1833263	0.2192194227258813	0.3565108230796284	0.3395493018471206	0.1025641094893217	-0.2299253000000001	16	True	True	False	0.0256410259753465	13.2
27	27	27	common_voice_bg_26475992.wav	en	F	bg	M	True	feature	{ɡ r ɤ m o ɡ ɫ a s n i s m e x o v e p o s ɫ e d v a x a o t t a j a ʃ e ɡ a sil}	гръмогласни смехове последваха от тая шега.	гръмогласни смехове последваха от тая шега	гръмогласни смехове последваха от тая шега	0.0	0.0	1.0	1.0	0.0	3.1410828	3.2552557	0.0363482618159574	0.1141729000000002	0.2192194227258813	0.3565108230796284	0.3560776266686227	0.2142857164144516	-0.0416865000000004	16	True	True	False	0.0	13.2
28	28	28	common_voice_bg_25570873.wav	en	F	bg	M	True	feature	{m a m o sil e d n a i d e j a sil i z v i k a m a r ɡ a r i t a s ɤ s s v e t n a ɫ i i v d ɤ x n o v e n i o tʃ i sil}	- мамо, една идея! - извика маргарита със светнали и вдъхновени очи.	мамо една идея извика Маргарита със светнали и вдъхновени очи	мамо една идея извика Маргарита със светнали и вдъхновени очи	0.0	0.0	1.0	1.0	0.0	3.0712843	2.8699145	-0.0655653402063755	-0.2013697999999997	0.2192194227258813	0.3565108230796284	0.3580757734102715	0.0655737668275833	0.0694970999999999	16	True	True	False	0.0	13.2
29	29	29	common_voice_bg_25794232.wav	en	F	bg	M	True	feature	{n j a k o i o t s e ɫ j a n i t e j a v i d j a x a sil n j a k o i n e sil}	някои от селяните я видяха, някои не.	някои от селяните я видяха някои не	някои от селяните я видяха някой	0.0	0.1142857149243354	1.0	0.8857142850756645	-0.1142857149243354	2.7205024	3.2160635	0.1821579352401969	0.4955611000000002	0.2192194227258813	0.3565108230796284	0.3566390238143336	-0.1142857149243354	-0.0573788000000003	16	True	True	False	0.1142857149243354	13.2
30	30	30	common_voice_bg_25360090.wav	en	F	bg	M	True	feature	{v e d i n tʃ a s t o j v i ʒ d a ʃ e p o d r o v e n o z d a n i e t o sil ɡ r a d e n o s t a k a v a ɫ j u b o v i v ɤ o d u ʃ e v ɫ e n i e sil}	в един час той виждаше подровено зданието, градено с такава любов и въодушевление.	в един час той виждаше подробен остани Ето градено с такава любов и въодушевление	един час той виждаше подобен изданието градина с такава любов Иво дошев вление	0.0750000029802322	0.1749999970197677	0.9249999970197678	0.8250000029802322	-0.1081081020126732	3.2057633	3.0206017	-0.0577589742823496	-0.1851616000000002	0.2192194227258813	0.3565108230796284	0.3604975001308798	-0.0499999970197677	0.1850520000000002	16	True	True	False	0.0999999940395355	13.2
31	31	31	common_voice_bg_25078678.wav	en	F	bg	M	True	feature	{o t d r u ɡ a t a s t r a n a n a s t ɤ r ɡ a t a v e tʃ e b j a x a s e d n a ɫ i d a d o j a t d a v i d k o i p e t ɤ r o v tʃ a r j a t sil}	от другата страна на стъргата вече бяха седнали да доят давидко и петър овчарят.	от другата страна на стъргата вече бяха седнах да дойдат давидко и Петър овчарят	от другата страна на сагата вече бяха седнали на дуета Митко и Петров челяд	0.0632911399006843	0.2151898741722107	0.9367088600993156	0.7848101258277893	-0.1621621623771351	2.890551	2.887278	-0.0011323100682189	-0.003273	0.2192194227258813	0.3565108230796284	0.3574758165669429	-0.1518987342715264	-0.0389102999999999	16	True	True	False	0.1518987342715264	13.2
32	32	32	common_voice_bg_25059658.wav	en	F	bg	M	True	feature	{e sil t o ɡ a z m n o ɡ o z d r a v e n a d j a d a m a n o ɫ a sil}	- е, тогаз много здраве на дяда манола.	Е тогава много здраве на дяда манола	Е тогава много здраве на дядо Манова	0.0571428574621677	0.1142857149243354	0.9428571425378324	0.8857142850756645	-0.0606060609652483	2.6571693	2.7399917	0.0311694102442023	0.0828223999999999	0.2192194227258813	0.3565108230796284	0.3165226340219332	0.0	0.0514310999999998	16	True	True	False	0.0571428574621677	13.2
33	33	33	common_voice_bg_27395872.wav	en	F	bg	M	True	feature	{d ɤ r v e n o t o k ɫ e p a ɫ o o t s e ɫ o t o z a tʃ u k a t ɤ r ʒ e s t v e n o sil ʃ e s t v i e t o i z v i k a d a ʒ i v e j sil}	дървеното клепало от селото зачука тържествено, шествието извика да живей.	дървеното клепало от селото зачука тържествено шествие то извика да живее	на мен оттук leupold селото зачука тържествено шествието и си къде живее	0.0277777779847383	0.3194444477558136	0.9722222220152617	0.6805555522441864	-0.3000000032569681	2.9524112	2.7582016	-0.0657799970410625	-0.1942095999999997	0.2192194227258813	0.3565108230796284	0.3585884890393982	-0.1944444477558136	0.2206964	16	True	True	False	0.2916666697710753	13.2
34	34	34	common_voice_bg_27395816.wav	en	F	bg	M	True	feature	{b a b a j a n a s t a n a sil p r o z i n a s e sil p r o t e ɡ n a s e sil k a t o tʃ e b e ʃ e z a b r a v i ɫ a ɫ u d o r iː t e n a ɡ ɤ r b a v o t o sil}	баба яна стана, прозина се, протегна се, като че беше забравила лудориите на гърбавото.	баба Яна стана прозина се протегна се като че беше забравила лудориите на гърбавото	баба Яна стана прозина се протегна се като че беше забравила лудориите на гърбавото	0.0	0.0	1.0	1.0	0.0	3.1540742	2.5178704	-0.2017085710919547	-0.6362038000000001	0.2192194227258813	0.3565108230796284	0.355272832374356	0.072289153933525	0.6417555999999998	16	True	True	False	0.0	13.2
35	35	35	common_voice_bg_27411837.wav	en	F	bg	M	True	feature	{ɡ o r o ɫ o m o v i m e t o d i s e z a p ɤ t i x a k ɤ m u tʃ i ɫ i ʃ tʃ e t o sil}	гороломов и методи се запътиха към училището.	гороломов и Методи се запътиха към училището	гороломов и Методи се запътиха към училището	0.0	0.0	1.0	1.0	0.0	3.1029892	3.0147305	-0.0284431218774463	-0.0882586999999999	0.2192194227258813	0.3565108230796284	0.3408475416085736	0.159090906381607	-0.0533443	16	True	True	False	0.0	13.2
36	36	36	common_voice_bg_26696342.wav	en	F	bg	M	True	feature	{n i t o v ɤ z r a s tː a sil n i t o ɡ r i ʒ i t e m u p r e z t i j a d n i b j a x a ɡ o i z m e n i ɫ i sil}	нито възрастта, нито грижите му през тия дни бяха го изменили.	нито възрастта нито грижите му през тия дни бяха го изменили	нито възрастен нито грижите му през тия дни бяха го изменили	0.0	0.0333333350718021	1.0	0.966666664928198	-0.0333333350718021	2.9290676	2.8697724	-0.0202437116849062	-0.0592952000000002	0.2192194227258813	0.3565108230796284	0.3556509677914001	0.066666666418314	-0.1807394000000002	16	True	True	False	0.0333333350718021	13.2
37	37	37	common_voice_bg_25095635.wav	en	F	bg	M	True	feature	{m e ʒ d u t j a x n j a k o i n a ʃ i p o z n a j n i ts i sil}	между тях някои наши познайници.	между тях някои наши познайници	между тях някои наши познайници	0.0	0.0	1.0	1.0	0.0	3.1716995	2.5638957	-0.1916334759960708	-0.6078037999999997	0.2192194227258813	0.3565108230796284	0.334248485826045	0.0	0.2307114999999999	16	True	True	False	0.0	13.2
38	38	38	common_voice_bg_25176395.wav	en	F	bg	M	True	feature	{p r o d u m a ɫ i k a k v o t o p r o d u m a ɫ i z n a m ɫ i sil}	продумали каквото продумали - знам ли?	продумали каквото продумали знам ли	водомери каквото продумали знам и	0.0	0.1714285761117935	1.0	0.8285714238882065	-0.1714285761117935	3.0269365	3.6044693	0.1907977917607455	0.5775327999999997	0.2192194227258813	0.3565108230796284	0.3764308854558542	0.2571428567171097	-0.2084231	16	True	True	False	0.1714285761117935	13.2
39	39	39	common_voice_bg_25039158.wav	en	F	bg	M	True	feature	{k a ɫ tʃ o n a n e s e v s i tʃ k o t o v a n a k a r t a t a k a t o n a j x a r a k t e r e n z n a k i k a z a sil m n o ɡ o j a s n o sil}	калчо нанесе всичко това на картата като най-характерен знак и каза: - много ясно.	Калчо нанесе всичко това на картата като най-характерен Значи каза много ясно	нанесе всичко това на картата като най-характерен знак и каза много ясно	0.0259740259498357	0.0779220759868621	0.9740259740501642	0.9220779240131378	-0.0533333313700226	2.8343258	2.530239	-0.1072871721380794	-0.3040867999999999	0.2192194227258813	0.3565108230796284	0.3497452304042308	-0.0779220759868621	0.3056627	16	True	True	False	0.0519480500370264	13.2
40	40	40	common_voice_bg_27411499.wav	en	F	bg	M	True	feature	{j a n b i b i j a n s e d n a n a e d i n k a m ɤ k k r a j k ɫ a d e n tʃ e t o n a ʒ i v a t a v o d a i s e z a m i s ɫ i sil}	ян бибиян седна на един камък край кладенчето на живата вода и се замисли.	Ян Бибиян седна на един камък край кладенчето на живата вода и се замисли	Я ми пиян седна на един камък край кладенчето на живата вода и се замисли	0.0	0.0547945201396942	1.0	0.9452054798603058	-0.0547945201396942	2.9830217	2.8939247	-0.029868036159442	-0.0890970000000002	0.2192194227258813	0.3565108230796284	0.3599333733365726	0.0	-0.1639222999999998	16	True	True	False	0.0547945201396942	13.2
41	41	41	common_voice_bg_25176267.wav	en	F	bg	M	True	feature	{e d i n n a r a n e n tʃ o v e k sil v ɤ o b ʃ tʃ e sil n e n a v i ʒ d a v r a ɡ a s i sil k o j t o ɡ o e u d a r i ɫ sil}	един наранен човек, въобще, ненавижда врага си, който го е ударил.	един наранен човек въобще ненавижда врага си който го е ударил	един наранен човек въобще ненавижда врага си който го е ударил	0.0	0.0	1.0	1.0	0.0	3.434782	2.7785106	-0.1910663908218919	-0.6562713999999996	0.2192194227258813	0.3565108230796284	0.3548693759184955	0.0	0.0680022	16	True	True	False	0.0	13.2
42	42	42	common_voice_bg_25826588.wav	en	F	bg	M	True	feature	{n e s e m i n a m n o ɡ o i tʃ i tʃ o m i t u ʃ b e ʃ e p a k p o d d ɤ r v o t o sil}	не се мина много и чичо митуш беше пак под дървото.	не се мина много и чичо митуш беше пак под дървото	не се мина много и чичо митуш беше пак по делото	0.0	0.0799999982118606	1.0	0.9200000017881392	-0.0799999982118606	3.2128224	3.3616748	0.0463307277738103	0.1488524	0.2192194227258813	0.3565108230796284	0.3606198012043361	0.0	-0.2983278999999998	16	True	True	False	0.0799999982118606	13.2
43	43	43	common_voice_bg_25826622.wav	en	F	bg	M	True	feature	{k u r u sil x a j d e b e sil n a p r a v i n i t u j d o b r o ɡ o v o r j a t s t r a ʃ ɫ i v i t e sil}	куру, хайде бе, направи ни туй добро - говорят страшливите.	курво Хайде бе направи нито и добро говорят страхливите	Хайде бе направени туй добро говорят страшен Vita	0.1296296268701553	0.2592592537403106	0.8703703731298447	0.7407407462596893	-0.14893616657011	2.8587537	2.727054	-0.046068921572362	-0.1316996999999999	0.2192194227258813	0.3565108230796284	0.3593775964618987	0.0185185372829437	0.0166880000000002	16	True	True	False	0.1296296268701553	13.2
